id,season_code,flag_holiday,flag_working,category_weather,feature_temp,feature_feel_temp,feature_humidity,feature_wind,demand,Year,Hour,Day_of_Week,Month
8710,3,0,1,1,0.8,0.697,0.33,0.2537,373,2012,15,4,8
8711,2,0,0,1,0.54,0.5152,0.6,0.1343,880,2012,13,6,3
8712,3,0,1,1,0.74,0.697,0.66,0.0,550,2011,8,2,8
8713,3,0,1,1,0.74,0.697,0.66,0.194,332,2012,11,1,8
8714,3,0,1,1,0.64,0.6061,0.73,0.0,32,2011,4,3,8
8715,4,0,1,3,0.54,0.5152,0.94,0.1343,171,2011,19,3,10
8716,3,0,1,1,0.84,0.7424,0.39,0.1642,246,2011,11,3,7
8717,3,0,0,1,0.54,0.5152,0.52,0.2836,123,2012,7,6,9
8718,4,0,1,2,0.22,0.2424,0.69,0.1045,166,2011,10,1,12
8719,2,0,0,1,0.52,0.5,0.68,0.1642,105,2012,7,0,5
8720,4,0,0,1,0.5,0.4848,0.77,0.0,225,2011,22,6,10
8721,2,0,0,2,0.46,0.4545,0.31,0.194,431,2011,16,0,4
8722,1,0,1,1,0.3,0.2879,0.49,0.194,26,2012,4,2,1
8723,3,0,0,1,0.8,0.7424,0.49,0.3582,601,2011,14,0,7
8724,3,0,1,1,0.74,0.6515,0.3,0.3881,454,2011,16,1,8
8725,3,0,1,1,0.7,0.6667,0.74,0.1343,93,2011,0,1,7
8726,3,0,0,1,0.76,0.697,0.55,,532,2011,13,6,8
8727,1,0,1,2,0.34,0.3182,0.53,0.2239,33,2011,2,4,2
8728,4,0,1,3,0.6,0.5152,0.94,0.1642,178,2011,6,3,9
8729,4,0,1,1,0.4,0.4091,0.71,0.0,298,2011,20,1,11
8730,3,0,1,1,0.62,0.5909,0.78,0.0,166,2011,6,3,8
8731,2,0,1,1,0.64,0.6061,0.65,0.4179,265,2012,10,4,6
8732,1,0,1,2,0.24,0.2424,0.75,0.1343,111,2011,16,2,2
8733,3,0,0,1,0.96,0.8485,0.26,0.0,435,2012,15,6,7
8734,2,0,1,1,0.64,0.6212,0.41,0.3284,183,2011,10,1,6
8735,1,0,0,2,0.34,0.3333,0.34,0.194,197,2011,16,6,1
8736,3,0,1,1,0.7,0.6667,0.84,0.0,285,2011,21,1,7
8737,4,0,1,1,0.3,0.3182,0.49,0.1045,241,2012,10,3,11
8738,3,0,1,1,0.8,0.7576,0.55,0.2985,635,2012,16,2,7
8739,2,0,0,1,0.76,0.7121,0.58,0.0896,442,2011,10,0,6
8740,4,0,0,1,0.28,0.2424,0.38,0.4478,253,2012,16,6,11
8741,2,0,1,1,0.86,0.7879,0.44,,308,2012,13,3,6
8742,4,0,0,2,0.4,0.4091,0.87,0.1045,162,2012,1,0,12
8743,1,0,0,1,0.24,0.2879,0.7,0.0,80,2012,7,6,2
8744,2,0,0,1,0.52,0.5,0.59,0.1045,49,2011,3,6,6
8745,3,0,1,1,0.64,0.5909,0.78,0.0896,33,2011,3,5,8
8746,4,0,1,1,0.3,0.3182,,0.1045,65,2012,1,4,11
8747,3,0,1,1,0.42,0.4242,0.67,0.194,60,2011,1,5,9
8748,1,0,1,1,0.18,0.197,0.8,0.1642,46,2011,23,4,1
8749,3,0,1,2,0.8,0.8182,0.75,0.2537,293,2011,9,4,7
8750,1,0,0,1,0.26,0.303,0.6,0.0,61,2011,21,0,2
8751,3,0,1,1,0.76,0.7121,0.58,0.0,300,2011,13,4,8
8752,4,0,1,1,0.72,0.6515,0.42,0.1642,652,2012,12,5,10
8753,2,0,1,1,0.46,0.4545,0.94,0.2836,37,2011,2,1,4
8754,2,0,0,1,0.7,0.6515,0.58,0.1045,511,2011,18,0,6
8755,4,0,1,1,0.26,0.2424,0.56,0.2537,34,2011,3,4,12
8756,4,0,0,1,0.46,0.4545,0.51,,446,2011,13,0,11
8757,2,0,1,1,0.4,0.4091,0.37,0.4925,195,2012,22,2,4
8758,1,0,1,1,0.36,0.3485,0.46,0.1642,308,2012,20,3,2
8759,1,0,0,1,0.36,0.3485,0.46,0.2239,368,2012,11,0,1
8760,4,0,1,1,0.32,0.3485,0.93,0.0,28,2011,2,1,11
8761,4,1,0,1,0.56,0.5303,0.88,0.0896,260,2011,21,1,10
8762,3,0,1,1,0.74,0.6667,0.51,0.0,443,2012,12,3,8
8763,3,0,1,1,0.6,0.6212,0.43,0.3582,731,2012,7,3,6
8764,3,0,1,1,0.72,0.6667,0.51,0.194,509,2011,16,5,7
8765,3,0,0,1,0.72,0.697,0.79,0.2537,419,2012,20,0,7
8766,3,0,1,1,0.78,0.7121,0.52,0.2239,1124,2012,17,2,7
8767,3,0,1,1,0.5,0.4848,0.63,0.0,38,2012,1,2,9
8768,2,0,0,1,0.58,0.5455,0.83,0.2239,328,2011,10,0,5
8769,2,0,0,2,0.44,0.4394,0.62,0.194,647,2012,13,0,4
8770,1,0,1,3,0.5,0.4848,0.88,0.2836,168,2012,9,5,1
8771,4,0,1,1,0.34,0.303,0.46,0.3582,142,2012,23,4,11
8772,4,0,0,1,0.56,0.5303,0.49,0.4179,199,2011,22,0,10
8773,3,0,1,1,0.6,0.6212,0.43,0.1642,56,2012,1,3,6
8774,2,0,1,2,0.82,0.7424,0.41,0.3284,270,2011,15,2,6
8775,2,0,1,1,0.4,0.4091,0.66,0.2239,64,2011,5,2,5
8776,1,0,0,1,0.24,0.2121,0.44,0.3284,99,2012,1,0,2
8777,3,0,0,2,0.62,0.6061,0.69,0.1343,80,2012,7,0,8
8778,4,0,1,1,0.38,0.3939,0.76,0.0,46,2012,2,3,10
8779,3,0,1,2,0.72,0.697,0.74,0.1642,32,2011,3,4,6
8780,3,0,1,1,0.74,0.6818,0.58,0.1642,769,2012,19,1,8
8781,3,0,1,1,0.74,0.6515,0.3,0.2985,292,2011,15,1,8
8782,3,0,0,1,0.64,0.5758,0.84,,29,2011,6,0,9
8783,2,0,1,1,0.46,0.4545,1.0,0.0,58,2011,1,5,5
8784,4,0,1,3,0.34,0.3182,0.71,0.2537,183,2012,19,4,12
8785,1,0,1,1,0.44,0.4394,0.62,0.194,49,2012,1,5,2
8786,2,0,0,1,0.76,0.6818,0.45,0.0896,694,2012,11,0,6
8787,4,0,1,2,0.42,0.4242,0.88,0.0,308,2012,15,1,12
8788,4,0,0,1,0.64,0.6212,0.36,0.2239,893,2012,16,0,9
8789,2,0,1,1,0.64,0.6061,,0.1642,477,2012,21,4,6
8790,1,0,1,1,0.34,0.2879,0.31,0.4925,168,2012,22,5,3
8791,4,1,0,1,0.36,0.3636,0.57,0.1045,318,2012,10,4,11
8792,2,0,0,1,0.46,0.4545,0.51,0.0,576,2012,11,0,4
8793,3,0,0,1,0.82,0.8333,0.63,0.0,385,2011,11,0,8
8794,2,0,1,3,0.34,0.3182,,0.2239,34,2011,1,3,3
8795,4,0,0,2,0.26,0.303,0.93,0.0,58,2012,3,0,12
8796,1,0,1,1,0.6,0.6061,0.64,0.2239,467,2012,20,1,3
8797,2,0,0,1,0.54,0.5152,0.56,0.0896,113,2012,3,0,5
8798,3,0,1,1,0.76,0.6818,0.48,0.2239,266,2011,9,3,8
8799,4,0,1,2,0.56,0.5303,0.73,0.2836,79,2012,5,1,10
8800,2,0,1,2,0.34,0.3182,0.36,0.2537,188,2011,15,5,3
8801,3,0,1,1,0.86,0.7273,0.25,0.3284,318,2012,15,4,6
8802,3,0,1,1,0.6,0.5758,0.78,0.0896,572,2011,8,1,9
8803,1,0,1,1,0.04,0.0455,,0.194,26,2011,1,1,1
8804,3,0,1,1,0.72,0.697,0.74,0.194,48,2011,1,1,8
8805,3,0,0,1,0.72,0.6667,0.54,0.194,456,2011,10,6,7
8806,1,0,0,2,0.34,0.3182,0.42,0.2537,258,2011,13,6,2
8807,1,0,1,1,0.18,0.197,0.64,0.1343,95,2011,21,1,1
8808,1,1,0,1,0.38,0.3939,,0.2537,364,2012,17,1,2
8809,3,0,0,1,0.58,0.5455,0.78,0.2537,128,2012,7,6,9
8810,1,0,1,2,0.22,0.2727,0.64,0.0,289,2012,9,1,1
8811,1,0,1,1,0.68,0.6364,0.39,0.2836,298,2011,16,5,3
8812,2,0,1,2,0.54,0.5152,0.88,0.2537,41,2011,1,3,5
8813,2,0,1,1,0.56,0.5303,0.83,0.1642,44,2012,4,5,6
8814,3,0,0,1,0.46,0.4545,0.72,0.1343,63,2011,3,6,9
8815,1,0,1,1,0.34,0.303,0.34,0.2985,113,2011,11,3,2
8816,3,0,1,1,0.64,0.6061,0.69,0.1045,38,2012,3,4,7
8817,4,0,1,2,0.56,0.5303,0.64,0.194,205,2011,11,2,11
8818,3,0,1,1,0.76,0.7273,0.66,0.0896,931,2012,8,5,7
8819,2,0,0,1,0.52,0.5,0.77,0.2239,143,2012,1,6,4
8820,1,0,1,2,0.18,0.2424,0.55,0.0,61,2011,23,5,1
8821,2,0,1,3,0.24,0.2273,0.93,0.194,32,2011,1,4,3
8822,4,0,1,1,0.44,0.4394,0.67,0.2537,41,2011,1,3,10
8823,4,0,0,2,0.42,0.4242,0.67,0.2836,30,2011,5,0,11
8824,1,0,1,2,0.22,0.2424,0.93,,32,2012,1,2,1
8825,2,0,1,1,0.36,0.3333,0.46,0.3284,194,2012,6,4,4
8826,3,0,1,3,0.72,0.6667,0.54,0.2537,290,2011,14,4,9
8827,3,0,1,1,0.72,0.6667,0.51,0.1642,365,2012,22,4,8
8828,3,0,1,1,0.86,0.2424,0.3,0.4627,538,2012,15,5,8
8829,4,0,1,1,0.58,0.5455,0.78,0.2239,254,2012,23,5,10
8830,3,0,0,1,0.68,0.6364,0.57,0.0,124,2011,2,6,8
8831,1,0,1,2,0.26,0.303,1.0,0.0,722,2012,8,5,2
8832,3,0,1,1,0.86,0.7879,0.41,0.194,883,2012,18,4,6
8833,4,0,1,2,0.52,0.5,0.88,0.0896,73,2012,1,5,10
8834,2,0,1,2,0.5,0.4848,0.55,0.1343,317,2012,14,1,4
8835,3,0,0,2,0.6,0.5455,0.88,0.1045,188,2012,2,0,7
8836,2,0,0,2,0.38,0.3939,0.82,0.0896,369,2011,17,6,4
8837,2,0,1,1,0.4,0.4091,0.76,0.0896,46,2011,5,1,4
8838,1,0,1,1,0.36,0.3333,0.5,0.2537,152,2011,18,5,12
8839,2,0,1,2,0.54,0.5152,0.77,0.194,251,2012,14,4,4
8840,3,0,1,1,0.62,0.5909,0.73,0.0,276,2012,6,3,8
8841,4,0,0,1,0.54,0.5152,0.37,0.2239,817,2012,16,0,10
8842,4,0,1,2,0.54,0.5152,0.77,0.194,404,2012,21,4,10
8843,1,0,1,2,0.12,0.1212,0.8,0.2836,79,2011,7,2,2
8844,3,0,0,1,0.7,0.6667,0.79,0.2239,148,2011,8,0,8
8845,2,1,0,1,0.8,0.7879,0.63,0.2836,770,2012,13,1,5
8846,2,0,1,3,0.34,0.303,0.93,0.3582,95,2011,7,3,5
8847,4,0,0,1,0.3,0.3333,0.81,,30,2011,4,6,11
8848,4,0,0,2,0.4,0.4091,0.71,,221,2011,19,6,11
8849,1,0,0,1,0.4,0.4091,0.35,0.2836,107,2011,19,0,2
8850,4,0,0,1,0.46,0.4545,0.82,0.0,112,2011,1,6,10
8851,3,1,0,2,0.66,0.6212,0.74,0.1343,40,2011,6,1,9
8852,3,0,0,2,0.64,0.6212,0.36,0.2836,848,2012,18,6,9
8853,2,0,1,2,0.3,0.2727,0.75,0.3284,671,2012,8,1,4
8854,2,0,1,1,0.58,0.5455,0.73,0.0,532,2012,16,3,3
8855,2,0,1,3,0.46,0.4545,0.59,0.0,111,2012,13,3,4
8856,1,0,0,2,0.54,0.5152,0.39,0.3284,36,2011,3,6,3
8857,1,0,0,3,0.3,0.2879,0.7,0.194,115,2012,17,6,2
8858,1,0,1,2,0.24,0.2576,0.75,0.0896,300,2011,8,5,12
8859,3,0,1,1,0.7,0.6667,0.74,0.1642,52,2012,2,5,8
8860,2,0,1,1,0.34,0.3182,0.23,0.2239,202,2011,16,1,3
8861,1,0,0,1,0.26,0.2576,0.65,0.2239,63,2011,23,0,3
8862,3,0,0,3,0.64,0.6061,0.73,0.0,225,2012,14,0,8
8863,1,0,1,1,0.2,0.1818,0.51,0.3881,72,2011,11,3,1
8864,1,0,1,1,0.14,0.1364,0.5,0.194,296,2011,8,4,1
8865,3,0,1,3,0.66,0.5909,0.89,0.3881,28,2012,4,1,7
8866,2,0,1,1,0.42,0.4242,0.94,0.0,28,2011,3,3,4
8867,2,0,0,1,0.42,0.4242,0.82,0.1343,140,2011,0,6,5
8868,4,0,1,2,0.3,0.3182,0.81,0.0896,36,2012,1,3,10
8869,2,0,1,2,0.5,0.4848,1.0,0.0896,215,2012,10,4,3
8870,4,0,1,1,0.44,0.4394,0.72,0.1343,151,2011,23,2,10
8871,2,0,1,1,0.7,0.6364,0.24,0.194,477,2011,20,4,6
8872,2,0,1,1,0.6,0.6212,0.43,0.194,286,2011,12,1,5
8873,3,0,1,2,0.66,0.6212,0.74,0.1045,273,2011,15,3,9
8874,4,0,1,2,0.26,0.2424,0.6,0.2537,197,2012,6,3,12
8875,2,0,0,2,0.52,0.5,0.94,0.1343,399,2011,11,6,5
8876,1,0,0,1,0.3,0.2727,0.75,0.2985,113,2011,12,0,12
8877,4,0,1,1,0.56,0.5303,0.49,0.0,423,2012,13,3,10
8878,3,1,0,2,0.76,0.7273,0.66,0.2537,783,2012,13,1,9
8879,4,0,1,1,0.56,0.5303,0.37,0.3881,536,2012,13,5,10
8880,4,0,0,1,0.38,0.3939,0.54,,636,2012,13,6,12
8881,1,0,1,3,0.4,0.4091,0.87,0.1343,179,2011,17,2,12
8882,4,0,1,2,0.34,0.3485,0.71,0.1045,28,2012,3,2,11
8883,2,0,0,3,0.3,0.2727,1.0,0.2537,29,2011,4,6,4
8884,3,0,1,1,0.74,0.6667,,0.1642,672,2012,20,3,7
8885,4,0,1,2,0.38,0.3939,0.46,0.2985,335,2011,7,5,12
8886,1,1,0,2,0.32,0.3333,,0.1045,146,2011,11,1,2
8887,2,0,0,1,0.6,0.6212,0.38,0.194,483,2011,16,6,5
8888,2,0,0,1,0.58,0.5455,0.64,0.194,170,2012,23,0,6
8889,3,0,1,1,0.78,0.697,0.43,0.1343,554,2012,20,1,7
8890,3,0,0,2,0.7,0.6667,0.84,0.1642,164,2012,20,0,9
8891,2,0,0,2,0.28,0.2727,0.45,0.2537,210,2011,19,6,3
8892,3,0,1,1,0.78,0.7879,0.75,0.1045,34,2011,3,5,7
8893,1,0,1,2,0.68,0.6364,0.39,0.3582,257,2011,15,5,3
8894,3,0,1,1,0.8,0.697,0.31,0.2239,1137,2012,17,3,7
8895,1,0,1,2,0.44,0.4394,0.47,0.2537,222,2012,22,3,2
8896,1,0,1,1,0.26,0.2727,0.56,0.0,32,2011,1,4,1
8897,3,0,0,1,0.76,0.697,0.55,0.1642,435,2011,19,6,7
8898,1,0,0,1,0.32,0.3182,0.42,0.194,158,2011,16,6,12
8899,2,0,0,1,0.38,0.3939,0.27,0.1642,75,2012,7,0,4
8900,1,0,1,1,0.36,0.3788,0.5,0.0,160,2012,23,5,1
8901,4,0,1,2,0.3,0.303,0.81,0.1343,57,2012,5,3,10
8902,4,0,1,2,0.58,0.5455,0.56,0.0,242,2011,13,1,11
8903,4,0,1,1,0.6,0.5455,0.88,0.0896,150,2011,23,2,9
8904,3,0,0,2,0.62,0.5455,0.94,0.0,49,2012,4,6,6
8905,1,0,0,1,0.5,0.4848,0.29,0.2985,678,2012,15,0,3
8906,1,0,0,1,0.08,0.1061,0.35,0.1343,104,2011,19,6,1
8907,2,0,1,1,0.56,0.5303,0.83,0.1045,45,2012,2,5,6
8908,1,0,1,1,0.12,0.1515,0.5,,26,2011,2,3,2
8909,4,0,1,1,0.2,0.2576,,0.0,148,2011,6,2,12
8910,2,0,0,1,0.52,0.5,0.52,0.2985,604,2012,18,0,4
8911,3,0,1,1,0.8,0.7121,0.41,0.1642,809,2012,8,5,7
8912,4,0,1,2,0.34,0.303,0.61,0.3284,290,2011,9,4,11
8913,3,0,1,2,0.74,0.6818,0.62,0.2985,394,2011,16,4,6
8914,1,0,1,1,0.42,0.4242,0.67,0.2239,209,2011,20,4,3
8915,3,0,0,2,0.7,0.6515,0.48,0.1045,310,2011,20,0,6
8916,2,0,0,1,0.36,0.3636,0.76,0.1045,34,2011,4,0,4
8917,2,0,1,1,0.56,0.5303,0.88,0.2836,632,2011,8,3,5
8918,3,0,1,1,0.62,0.5909,0.78,0.0896,286,2012,23,5,9
8919,1,0,1,1,0.14,0.1212,0.5,0.3284,142,2011,7,4,2
8920,3,0,0,1,0.82,0.7879,,0.4179,611,2012,11,0,8
8921,3,0,1,2,0.7,0.6667,0.74,0.1343,465,2012,9,3,7
8922,2,0,1,1,0.42,0.4242,0.47,0.1343,42,2011,1,4,4
8923,4,0,1,3,0.54,0.5152,0.94,0.2239,361,2011,17,3,10
8924,4,0,1,1,0.28,0.2727,0.81,0.194,666,2011,8,3,11
8925,1,0,0,1,0.34,0.303,0.39,0.2985,139,2011,14,6,12
8926,3,0,1,1,0.7,0.6667,0.84,,178,2012,23,1,8
8927,1,1,0,3,0.16,0.1515,0.8,0.194,69,2011,20,1,1
8928,2,0,1,1,0.56,0.5303,0.73,0.2985,746,2012,19,3,6
8929,1,0,1,1,0.34,0.3333,0.53,0.1642,264,2012,21,3,2
8930,1,0,1,1,0.26,0.2273,0.56,0.3284,229,2011,19,4,1
8931,3,0,1,1,0.78,0.697,0.43,0.2836,332,2011,14,5,6
8932,4,0,0,1,0.62,0.6212,0.41,0.2985,944,2012,13,6,9
8933,3,0,1,1,0.8,0.7424,0.49,0.0896,355,2012,14,1,8
8934,1,0,1,1,0.16,0.1364,0.55,0.2836,499,2012,8,2,1
8935,1,0,1,3,0.34,0.3485,1.0,0.1045,36,2011,1,5,3
8936,3,0,1,2,0.54,0.5152,0.83,0.3582,255,2011,7,2,9
8937,1,0,1,2,0.24,0.2576,0.92,0.1045,146,2011,7,3,1
8938,4,0,0,1,0.3,0.303,,0.1642,40,2012,4,6,10
8939,3,0,1,1,0.56,0.5303,0.73,0.0,1041,2012,8,4,9
8940,4,0,1,2,0.58,0.5455,0.83,0.2239,339,2011,20,2,10
8941,1,0,1,1,0.54,0.5152,0.19,0.3284,211,2011,16,3,3
8942,1,0,0,2,0.32,0.3333,0.49,0.1045,28,2012,5,0,1
8943,2,0,1,1,0.46,0.4545,0.94,0.2836,30,2011,1,1,4
8944,1,0,0,1,0.46,0.4545,0.38,0.3881,285,2011,12,0,3
8945,4,0,1,2,0.36,0.3485,0.93,0.1343,452,2012,7,1,12
8946,1,0,1,2,0.4,0.4091,0.82,0.0,147,2012,23,4,1
8947,1,0,0,1,0.4,0.4091,0.37,0.3284,121,2011,22,6,3
8948,1,0,1,1,0.42,0.4242,0.38,0.2985,207,2012,15,2,1
8949,3,0,1,2,0.52,0.5,0.48,0.1642,505,2011,16,5,9
8950,4,0,1,1,0.44,0.4394,0.67,0.0896,363,2011,19,4,11
8951,3,0,1,1,0.58,0.5455,0.83,0.1045,38,2011,1,2,9
8952,2,0,1,1,0.54,0.5152,0.68,0.0,920,2012,8,3,6
8953,3,0,0,1,0.62,0.5909,0.73,0.1642,56,2011,6,6,9
8954,3,0,1,2,0.82,0.2424,0.38,0.2537,921,2012,18,5,8
8955,2,0,1,1,0.48,0.4697,0.25,0.6418,434,2012,16,1,3
8956,1,0,0,1,0.26,0.2121,0.3,0.5522,166,2012,20,6,2
8957,3,0,1,1,0.58,0.5455,0.78,0.0896,44,2011,3,4,9
8958,2,0,1,1,0.82,0.7727,,0.4925,552,2012,16,2,5
8959,1,0,1,1,0.5,0.4848,0.29,0.2836,465,2012,19,2,1
8960,4,0,1,2,0.52,0.5,0.83,0.194,485,2012,9,4,10
8961,3,0,1,1,0.84,0.7727,0.47,0.2836,446,2012,13,5,7
8962,1,0,1,2,0.26,0.2424,0.52,0.2836,258,2012,16,4,12
8963,3,0,0,1,0.56,0.5303,0.88,0.2537,136,2012,2,6,9
8964,4,0,1,1,0.28,0.3182,0.75,0.0,32,2011,5,5,11
8965,1,0,1,1,0.34,0.303,0.46,0.4179,223,2012,21,4,2
8966,2,0,1,1,0.3,0.2879,0.22,0.2239,79,2011,22,1,3
8967,1,0,1,2,0.32,0.3333,0.66,0.0896,188,2012,21,5,2
8968,2,0,0,1,0.36,0.3636,0.71,0.1045,44,2012,4,6,4
8969,1,0,0,2,0.16,0.197,0.59,0.0896,52,2011,1,6,1
8970,1,1,0,2,0.16,0.1515,0.47,0.2239,88,2011,9,1,1
8971,1,0,1,2,0.22,0.2273,0.55,0.1642,333,2011,8,3,2
8972,4,0,0,1,0.46,0.4545,0.72,0.1642,471,2011,11,0,10
8973,2,0,0,1,0.62,0.5606,0.88,0.1642,44,2011,4,0,6
8974,2,0,1,2,0.54,0.5152,,0.3582,146,2011,10,1,4
8975,3,0,0,3,0.62,0.5758,0.83,0.2537,348,2012,20,6,8
8976,3,0,1,2,0.72,0.6667,0.58,0.0896,237,2011,14,1,6
8977,3,0,0,1,0.72,0.6667,0.51,0.1343,534,2011,17,0,9
8978,1,0,1,1,0.5,0.4848,0.59,0.194,273,2011,12,5,2
8979,3,0,1,1,0.7,0.6667,0.84,0.1642,872,2012,8,2,9
8980,4,0,1,2,0.62,0.6061,0.61,0.1045,625,2012,15,5,10
8981,1,0,1,2,0.26,0.2576,0.48,0.194,312,2012,16,1,12
8982,3,0,0,1,0.64,0.5909,0.78,0.0896,58,2011,6,0,7
8983,4,0,1,2,0.3,0.3182,0.52,,247,2011,13,1,12
8984,1,0,1,2,0.3,0.2879,0.52,0.2239,255,2012,12,2,2
8985,1,0,1,1,0.34,0.303,0.71,0.2985,36,2011,2,4,3
8986,2,0,1,2,0.62,0.5909,0.73,0.2239,261,2012,13,1,5
8987,4,0,1,2,0.26,0.2576,0.56,0.1642,69,2012,5,4,12
8988,2,0,1,2,0.48,0.4697,0.88,0.3284,76,2011,6,2,4
8989,4,0,0,1,0.4,0.4091,0.62,0.1642,202,2012,2,0,10
8990,1,0,0,2,0.26,0.2576,0.56,0.1642,26,2011,6,0,1
8991,1,0,1,2,0.46,0.4545,0.82,0.194,57,2012,5,2,3
8992,2,0,0,1,0.7,0.6667,0.79,0.1045,105,2011,2,6,6
8993,3,0,1,2,0.78,0.7424,0.59,0.1642,281,2011,22,2,8
8994,4,0,1,2,0.38,0.3939,0.4,0.1642,310,2011,12,5,10
8995,1,0,0,1,0.2,0.1667,0.32,0.4925,152,2011,14,6,1
8996,1,0,0,1,0.08,0.0909,0.38,0.194,63,2011,22,0,1
8997,3,0,1,1,0.74,0.697,0.7,0.0896,117,2012,0,4,6
8998,2,0,1,3,0.32,0.303,0.93,0.2239,99,2011,19,5,4
8999,4,0,0,1,0.32,0.3485,0.81,0.0,290,2012,20,6,12
9000,1,0,0,2,0.42,0.4242,0.94,0.1045,317,2012,8,6,3
9001,3,0,1,2,0.68,0.6364,0.89,0.0896,235,2012,6,1,7
9002,3,0,0,2,0.6,0.5455,0.88,0.1642,243,2012,21,6,7
9003,3,0,1,1,0.58,0.5455,0.83,0.0,30,2011,3,2,9
9004,3,0,1,1,0.7,0.6364,0.42,0.0,322,2011,22,5,7
9005,1,0,1,1,0.6,0.6061,0.6,0.3881,337,2012,13,2,3
9006,2,0,0,2,0.38,0.3939,0.4,0.1045,505,2012,11,6,4
9007,3,0,1,1,0.68,0.6364,,0.2985,119,2011,23,3,8
9008,2,0,0,3,0.4,0.4091,0.82,0.2537,131,2012,9,0,4
9009,4,0,1,2,0.46,0.4545,0.94,0.1045,132,2011,23,2,11
9010,4,0,0,2,0.38,0.3939,0.87,0.2836,407,2012,13,0,12
9011,3,0,0,1,0.8,0.7273,0.46,0.2985,548,2011,18,0,7
9012,1,1,0,1,0.12,0.1667,0.54,0.0896,33,2012,5,1,1
9013,1,0,1,1,0.16,0.1364,0.55,0.2836,28,2012,3,2,1
9014,3,0,1,1,0.68,0.6364,0.83,0.0896,72,2011,5,3,7
9015,1,0,1,1,0.26,0.2576,0.75,0.194,26,2012,3,3,1
9016,1,0,1,1,0.2,0.2273,0.4,0.1045,264,2011,17,1,1
9017,2,0,1,2,0.72,0.6515,0.37,0.4179,454,2012,14,3,6
9018,2,0,1,1,0.48,0.4697,0.63,0.0896,278,2012,10,4,4
9019,4,0,1,1,0.46,0.4545,0.77,0.2836,46,2011,0,1,11
9020,3,0,1,1,0.66,0.6061,0.83,0.1045,483,2012,9,1,8
9021,1,0,1,1,0.4,0.4091,,0.194,44,2011,2,5,3
9022,1,0,0,2,0.44,0.4394,,0.3284,121,2011,21,6,3
9023,2,0,1,1,0.66,0.6212,0.65,0.2537,640,2012,20,3,5
9024,2,0,1,1,0.24,0.2273,0.38,0.194,383,2012,9,2,3
9025,4,0,1,1,0.32,0.303,0.57,0.2985,691,2012,18,2,11
9026,1,0,1,2,0.3,0.303,0.7,0.1343,411,2012,7,4,2
9027,4,0,1,1,0.3,0.3182,0.87,,34,2011,4,1,12
9028,3,0,0,2,0.46,0.4545,0.77,0.194,75,2011,7,6,9
9029,1,0,0,2,0.24,0.2273,0.56,0.194,100,2012,8,0,2
9030,1,0,1,1,0.18,0.1818,0.43,0.194,143,2011,7,3,1
9031,4,0,1,2,0.3,0.303,0.87,0.1343,477,2012,7,3,10
9032,2,0,0,2,0.64,0.6212,0.27,0.3582,907,2012,15,6,4
9033,1,0,0,1,0.44,0.4394,0.16,0.7463,254,2011,15,6,2
9034,2,0,1,2,0.64,0.6212,0.44,0.2836,384,2012,15,3,4
9035,1,0,0,2,0.36,0.3333,0.4,0.2836,246,2011,15,6,2
9036,2,0,1,1,0.58,0.5455,0.88,,32,2011,3,1,6
9037,4,0,0,1,0.56,0.5303,,0.0,978,2012,14,6,10
9038,4,0,1,1,0.48,0.4697,0.44,0.1642,424,2011,16,2,11
9039,2,0,0,1,0.76,0.7121,0.58,0.2985,719,2012,18,0,5
9040,3,1,0,1,0.82,0.7424,0.43,0.0896,572,2011,15,1,7
9041,3,0,0,1,0.76,0.6818,0.45,0.2836,594,2011,16,6,7
9042,2,0,0,1,0.76,0.7273,0.66,0.2836,712,2012,15,6,5
9043,3,0,0,1,0.64,0.6061,0.65,0.1642,58,2012,6,0,6
9044,4,0,1,1,0.6,0.6212,0.31,0.0,427,2012,15,1,9
9045,1,0,1,1,0.14,0.1818,0.31,0.0896,155,2011,20,4,2
9046,3,0,0,1,0.66,0.5909,0.89,0.1343,277,2012,0,0,7
9047,1,0,1,3,0.2,0.1667,0.86,0.4627,38,2012,11,3,12
9048,2,1,0,1,0.86,0.803,0.47,,515,2011,12,1,5
9049,3,0,1,1,0.64,0.6061,0.69,0.1045,67,2011,0,2,8
9050,2,0,0,1,0.64,0.6061,0.69,0.1642,387,2011,18,0,4
9051,4,1,0,1,0.46,0.4545,0.88,,178,2011,7,1,10
9052,4,0,0,2,0.5,0.4848,0.63,0.1045,408,2011,11,0,11
9053,1,0,1,1,0.26,0.2121,0.3,0.5224,54,2011,23,3,3
9054,3,0,0,2,0.7,0.6667,0.79,0.2239,402,2011,12,0,8
9055,1,0,1,2,0.24,0.2576,0.6,,400,2012,7,2,2
9056,3,0,1,1,0.62,0.6212,0.43,0.3284,946,2012,8,3,6
9057,4,0,1,2,0.54,0.5152,1.0,0.1045,48,2011,5,4,10
9058,4,1,0,1,0.34,0.2879,0.42,0.4925,253,2011,11,5,11
9059,1,0,1,1,0.32,0.303,0.49,0.2537,107,2012,23,4,2
9060,1,0,1,1,0.22,0.1818,0.32,0.4627,30,2011,5,2,2
9061,2,0,1,1,0.68,0.6364,,0.0,284,2011,14,1,5
9062,3,0,1,1,0.72,0.6667,0.58,0.2239,415,2011,20,5,8
9063,2,0,0,1,0.36,0.3333,0.32,,63,2012,3,6,4
